step,q1,q2,cv,q3,ch,mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,q1_misalign_x,q1_misalign_y,q2_misalign_x,q2_misalign_y,q3_misalign_x,q3_misalign_y
12,-9.869674200855526,12.638049747668644,-0.001190696275166334,-8.724148856118445,-0.0007324505861031726,5.22875452588778e-05,-7.494878673242056e-08,-1.3193812264944427e-08,0.00016563027747906744,4.343176624388434e-05,0.019380399957299232,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
13,8.339387026100063,-7.609367447707582,0.0005539517498646397,-1.8157192605845927,0.00024794729295989586,3.4004497138084844e-05,9.629488317841606e-09,8.266511031251866e-09,4.948207060806453e-05,8.651802636450157e-05,0.025444600032642484,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
14,-7.570181353707242,1.0482912602609216,-0.00037934807430399227,11.66891025993568,0.00027986357561001217,5.080676783109084e-05,3.7340021663112566e-05,5.626350230159005e-08,0.00011287571396678686,5.2955067076254636e-05,0.0254381000995636,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
15,10.685965197260877,-16.85201701107966,0.0008725984266698404,-0.36920043937507224,0.0006276498188181794,5.0018265028484166e-05,1.1939808246097527e-05,2.1259438653942198e-10,9.69489265116863e-05,9.118410525843501e-05,0.017318400088697672,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
16,-8.47257076413102,11.2596379438498,-0.0012464622518614616,20.9096342612855,0.0002928824116485512,8.497475937474519e-05,1.1573320080060512e-10,1.1050588000216521e-08,0.0002944411535281688,4.5446711737895384e-05,0.023281200090423226,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
17,-0.4692814910824381,-16.910293211331915,0.0011470056716952634,24.348235961223757,0.0005230939392099613,7.628256571479142e-05,-3.190501729477546e-08,-1.7888851289171726e-08,0.00012801257253158838,0.00017706790822558105,0.02011859999038279,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
18,-5.302132181661033,10.638100903337449,-0.0008825365164002254,4.870719011907842,-0.00019660753223144697,4.7238827391993254e-05,-2.6311255396649358e-09,7.88797251516371e-07,6.101036342442967e-05,0.00012715351476799697,0.028139200061559677,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
19,-6.694934856673702,-24.089010278706382,0.0014565415942920888,21.780651955793118,0.0005878204299528703,0.00011312707647448406,-5.717080284739495e-07,1.3748422134085558e-07,6.71449233777821e-05,0.00038465418037958443,0.016901600058190525,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
20,-2.0931836228041734,11.534319300390552,-0.0007254877389736064,-9.098127783871144,-0.0006972656499698473,3.392406506463885e-05,-5.105026730234385e-07,-6.677282726741396e-09,3.2298328733304515e-05,0.00010288075282005593,0.02465549996122718,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
21,3.0824691584522728,4.327899958855519,-0.00018484264578986283,-8.337542333059659,-0.00034493658376407083,3.6513742088573053e-05,5.540945494431071e-06,1.1345969141984824e-07,1.5779538443894126e-05,0.00012462103040888906,0.016815299983136356,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
22,12.236266048134226,-12.63227922919699,0.0014191161348082668,27.772591900880872,0.0005088389635293757,9.755026985658333e-05,2.4282314825541107e-08,-4.7700723371235654e-08,5.614892143057659e-05,0.00033398016239516437,0.022590399952605367,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
23,0.6247027213289204,2.7260200494232856,-0.00016959981459462885,-5.658854365588172,-0.00022692962514700576,6.713364564348012e-05,-9.95381469692802e-07,4.538037501333747e-06,0.00016670343757141382,9.629770647734404e-05,0.021559400018304586,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
24,27.441825113873325,-22.927315006711698,0.0017979478169340432,25.333511524443413,0.0005414585913798912,2.851847057172563e-05,-3.6721097274039494e-08,5.3598910199070815e-08,2.093819966830779e-05,9.304536069976166e-05,0.018483899999409914,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
25,8.410915420904624,-6.821677449690638,-0.0004572894499489532,-21.045610044161908,5.978953239160884e-06,3.931667743017897e-05,-7.593952204842935e-07,-3.7971403799019754e-11,3.349697726662271e-05,0.00012301029346417636,0.024281300022266805,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
26,-2.6293886177929853,10.586738355535768,-0.0007043965503074083,-7.428453516844962,-0.0005987166030381743,2.916795710916631e-05,-1.405794591846643e-09,-1.0197709343628958e-09,1.531613088445738e-05,0.00010135326738236472,0.020894500077702105,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
27,9.421203417612478,-13.375680416361494,-0.000297448288710269,-20.050567695675085,0.00043874828392299816,4.488431295612827e-05,-1.0223061508440878e-07,4.3528416426852345e-09,2.1706831830670126e-05,0.00015772382903378457,0.029168899985961616,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
28,1.2301108562042222,8.219109187289682,-0.0002818992515779407,3.4951708712350764,-0.00018021867227115414,0.00010673696669982746,-3.8485682125610765e-06,-6.602022040169686e-09,0.00010196548100793734,0.0003211272123735398,0.029850199935026467,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
29,17.04766789995814,-19.38487235832637,0.0016428688137370621,25.542714995936162,0.0005384401291374107,1.6455760487588122e-05,5.063770458946237e-06,1.0098478924192023e-06,3.1458424928132445e-05,2.8290998670854606e-05,0.018161899992264807,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
30,8.466043145921786,-8.008316540168613,0.0006559922360705124,1.250066565206651,0.00020883968946565508,5.237900040810928e-05,-3.652969462564215e-05,1.6728404261812102e-07,5.805949695059098e-05,0.00011475952487671748,0.01918850000947714,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
31,28.2120014636675,-22.509129433815673,0.0017183589286964133,20.94244307406248,0.0005871662264245919,7.768478826619685e-05,1.4607621778850444e-09,-7.069047569530085e-09,0.00022847576474305242,8.225484634749591e-05,0.015391899971291423,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
32,-4.268332806519052,10.930252304744652,-0.0008253678732496666,5.754345532989034,-0.00017556336078009685,6.910529191372916e-05,1.3772677220913465e-08,-9.032419256982394e-09,9.621335630072281e-05,0.00018018500122707337,0.0200118999928236,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
33,-9.699840685545043,17.139496364185558,-0.0014513348399362697,-8.954096566214979,-0.0009301429521795463,3.67325046681799e-05,-2.121751663253235e-08,1.6787851109256735e-08,0.00012431465438567102,2.257735832245089e-05,0.020040000090375543,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
34,-8.848484823616031,6.411851541893736,-0.0008617816894778791,12.611075902749787,0.00011987200482707656,2.148050225514453e-05,-2.440003754600184e-10,-1.2602185961441137e-09,3.7393048842204735e-05,4.852745769312605e-05,0.023033899953588843,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
35,-6.9088158641717,8.455470941640158,-0.0008581056576254177,6.891763067768781,-7.762057330558442e-05,1.35006175696617e-05,1.1460176665423205e-06,-6.205482350196689e-09,4.206917765259277e-06,4.864333095611073e-05,0.028205899987369776,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
36,-7.248917498406808,14.766661755032931,-0.001189954239222686,-7.446748616496357,-0.0007706658111925688,2.1266181647661142e-05,2.1344277456591954e-07,2.7675866931531345e-08,5.478031016536988e-05,3.0043296646908857e-05,0.01976429997012019,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
37,8.287260205551528,-14.310144296548856,0.000556866482022201,-6.5571068998294715,0.0005031244424425796,4.429134787642397e-05,7.952394298627041e-11,-1.8147966329706833e-07,9.261526429327205e-05,8.436857024207711e-05,0.020380600006319582,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
38,3.6950983252112235,-18.405055404924397,0.001269770430817799,20.780703652639307,0.0005476149973380553,4.338314465712756e-05,2.8305869648193038e-08,4.1503085412841756e-07,2.282127388752997e-05,0.00015026796609163284,0.02381250006146729,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
39,-19.196315334249636,17.0359085304557,-0.0018811001099473814,-11.233307492442343,-0.001024422075763402,8.430439629592001e-05,-2.4417033728241222e-08,-1.1491465556900948e-09,0.00013423124619293958,0.000202960756723769,0.02007730002515018,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
40,0.04177716765491903,-0.45058694942353505,0.00013092493579159486,9.140858823697302,0.00018174984635719105,5.666717333951965e-05,4.264364861228387e-09,9.94532456388697e-09,5.338150367606431e-05,0.00017327297246083617,0.019159100018441677,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
41,5.8917300198058715,-14.77795398852825,0.0009714198740304414,8.633801273140051,0.0005178317232850842,3.6751513107446954e-05,-2.5361373445775826e-08,1.3087912975606741e-08,0.0001073342064046301,3.963339258916676e-05,0.020081799943000078,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
42,4.681027851969415,7.315839323873847,-0.0003260744578475574,-12.509744252641466,-0.0006220900012981057,6.64399703964591e-05,-4.739205451187445e-06,-5.6518433666497e-07,0.00014603533782064915,0.00011442016693763435,0.018631799961440265,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
43,3.186250689548758,-4.512191914053714,0.0004873320585736633,9.251138793064241,0.00027598419240287207,5.522804713109508e-05,-1.2605664778675418e-07,2.4371702238568105e-06,4.309634095989168e-05,0.00017525262956041843,0.022136999992653728,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
44,13.221039480504697,-16.931195847840513,0.0013993864080656913,18.413588480408936,0.0005421920929664838,4.4441625504987314e-05,3.7492355886570294e-08,8.634166078991257e-06,0.00012084132322343066,4.8253521526930854e-05,0.021303900051862,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
45,-11.248922335494392,15.943875393291753,-0.001546403921293126,-5.773289136804428,-0.0007545090065956424,2.9888306016800925e-05,-1.2336962527115247e-06,-2.7592705009737983e-08,5.265269646770321e-05,6.563923670910299e-05,0.020520600024610758,0.0,0.0,8.648542461742181e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
46,-0.04134779060004809,10.393506002181883,-0.0007060891342362516,-19.39657978070919,-0.0010001543838755221,5.3887852118350565e-06,7.428190542668744e-07,2.0013501966786862e-07,9.3139515229268e-06,1.1298236131551675e-05,0.021075099939480424,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
47,3.694331913615347,4.008577512522862,-0.00024479820885238765,-11.992148666375888,-0.00043658140017239675,2.2515427190228365e-05,-3.6357320709612395e-08,8.871325007930864e-09,1.5424400771735236e-05,7.459207699866965e-05,0.019707300001755357,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
48,7.688982811847268,-11.064199602397562,0.0006475597660269081,-1.3137171454421335,0.0003808712501133605,1.4958602150727529e-05,-1.5380430795630673e-07,-2.3039126517687691e-07,4.925460598315112e-05,1.0195609320362564e-05,0.02058270003180951,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
49,9.076446551541437,-6.551932735970316,0.0008628359848575966,11.418996527087854,0.0003468038735857448,0.00010214559733867645,-2.48263631874579e-09,-3.59204932465218e-09,0.00010734562965808436,0.0003012306697200984,0.020983200054615736,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
50,-8.984706371636655,16.051613125072347,-0.001368273937649532,-7.668746390384624,-0.0008270573719858028,2.4642467906232923e-05,2.291557620992535e-06,7.429130732816702e-07,8.522155985701829e-05,1.031384636007715e-05,0.029391199932433665,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
51,2.283863141118421,-8.486472953824824,0.0007219335965476757,16.576264601857673,0.00042451130434728146,2.6610905479174107e-05,-2.4589397185081907e-08,-8.03474904387258e-08,3.109675844825688e-06,0.00010322900925530121,0.016923799994401634,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
52,-4.546917740354951,11.281864488411555,-0.0008378853423736862,-9.195884178012765,-0.0006896363281899088,3.0272571166278794e-05,-7.870733043091604e-08,-6.16751094639767e-10,6.857543485239148e-05,5.2435530960792676e-05,0.02132780000101775,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
53,-1.3467477615761898,7.556663996520354,-0.0004652069528606297,-3.3278206599868736,-0.00035068911095550493,4.746442937175743e-05,-8.43840552988695e-10,1.3512817531591281e-09,4.840125620830804e-05,0.0001414542639395222,0.016962400055490434,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
54,5.941753676499767,7.040393551841497,-0.000589776042550224,-20.0423590460587,-0.0008243228164936466,5.894755668123253e-05,8.021238500077743e-07,3.303416917788127e-07,0.00021159951575100422,2.3058231818140484e-05,0.018321300041861832,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
55,9.916801377433744,-9.731077806794138,0.00044792140829773595,-7.223703661838641,0.0002936610106541949,3.256453783251345e-05,1.0663256944098976e-09,-3.6391227808962867e-09,0.00012812750355806202,2.125949549736106e-06,0.016239000018686056,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
56,14.716352972397868,-19.149930410471406,0.0016432649896280715,29.00151142078383,0.0005057656363561009,7.222266503958963e-06,-3.341757803809742e-08,-2.249419139843667e-08,5.167596555111231e-06,2.366555781918578e-05,0.02229210000950843,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
57,20.65384441986465,-19.584284993927717,0.0015728263489474365,18.33710303146282,0.0005768786891382322,6.336411752272397e-05,-1.2926989256811794e-08,-2.4573409973527305e-10,0.0002381152007728815,1.5328085282817483e-05,0.02082530001644045,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
58,-15.491339627941134,18.15444395365106,-0.0002826368901203694,-28.042886534335842,-0.001840165147886976,4.7544945118715987e-05,-5.1297035952302394e-08,-4.8941046770778485e-08,0.00018671120051294565,3.368340912857093e-06,0.016286300029605627,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
59,-7.400271897086445,-2.2067926933263005,-0.00011491822544291402,19.155546057166468,0.0003762329458113295,3.993374411948025e-05,-9.32485022531182e-09,9.549694368615746e-11,7.279825513251126e-05,8.692729898029938e-05,0.025183300022035837,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
60,-19.01385962331891,19.629593944938676,-0.001095170755456348,-22.244905782924455,-0.0013061933679364877,6.253003812162206e-05,0.00015688492567278445,1.5584191714879125e-08,4.03515477955807e-05,5.286808664095588e-05,0.021339200087822974,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
61,-17.897459087269777,20.672113413941478,-0.0005024089644119078,-26.604397903583614,-0.0019313801020288295,2.061968552879989e-05,-6.217248937900877e-11,-1.2184355000499636e-05,6.841680442448705e-05,1.8775207308863173e-06,0.020748700015246868,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
62,-2.4804413640621195,12.614280796752501,-0.0008400834878037686,-23.657864704866437,-0.0008266056838899277,7.929912680992857e-05,0.00020990603661630303,-1.2136842997279018e-05,3.70895977539476e-05,5.8064037148142233e-05,0.02100169996265322,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
63,-2.8818814485616544,-10.018172368960311,0.0005900182923686652,15.46737547628689,0.00043800357390896784,5.186674388824031e-05,-4.259173920218018e-07,3.1946797207638156e-08,0.00013439706526696682,7.261204882524908e-05,0.01915429998189211,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
64,1.959600007349616,-10.86281542582224,0.0009452856370979805,28.19250220637604,0.0005108712782236235,7.580828241771087e-05,-3.857394403894432e-10,-2.719855274335714e-08,0.0002218944428022951,8.131109643727541e-05,0.10204059991519898,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
65,6.935275300075651,-8.37687946416979,0.0006243825128135137,1.4042830912893207,0.00030506935270352463,2.9871946026105434e-05,9.649879757489543e-07,1.303963017562637e-06,3.324662975501269e-05,8.397219789912924e-05,0.016744000022299588,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
66,13.015908923378145,-18.201363324009208,0.0013073201680389173,13.188018342543455,0.0005838391880770937,4.99790912726894e-05,-6.639879757130984e-10,-2.9926923161838204e-09,0.0001569266605656594,4.298604108043946e-05,0.02276319998782128,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
67,5.38819862099198,5.274040654173888,2.063203504503614e-05,-2.2063503098200057,-0.00023459192753686093,0.00010658704559318721,-9.630832664697664e-08,-9.509130904916674e-08,0.00013551719894167036,0.0002906395820900798,0.01894520001951605,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
68,-6.1938282363372155,15.909172858656984,-0.001182741444987568,-8.248539723002859,-0.0007976156839525477,5.434308695839718e-05,2.326180947420653e-05,-1.673587462391879e-06,0.0001348601799691096,5.7576773542677984e-05,0.02036910003516823,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
69,-8.617752781922345,16.80106679218101,-0.0015781812697900114,4.559310633567526,-0.0003680604215664297,7.106959674274549e-05,5.065771802037489e-09,-1.5409113984787837e-09,0.00023589428747072816,4.837749293074012e-05,0.02747209998778999,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
70,-3.419194826700461,1.9139631442663536,-0.00016975374054606986,15.628415341054774,0.00026223065249716824,4.992284084437415e-05,-6.088384907343425e-09,4.7531329983030446e-08,6.0265181673457846e-05,0.00013937255425844342,0.02885730005800724,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
71,-6.285635469499163,6.618633949917086,-0.0006843326660684036,-1.4958181056544015,-0.0002659994184511463,6.218106136657298e-05,1.2719715414277744e-07,3.91630010199151e-07,0.00022816141427028924,2.0043999029439874e-05,0.02002379996702075,0.0,0.0,5.3887852118350565e-06,0.0,0.00020000000674508017,0.00010000002335792469,-0.00030000001485872485,-0.00010000000905280927,0.0001500000408633925
